subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Los Ángeles,54.0,3,1.0,71000,1315,multi-storey building,True,False,False,True,False
San Cristóbal,130.0,4,2.0,168000,1292,multi-storey building,False,False,True,True,False
Los Ángeles,68.0,2,1.0,99900,1469,multi-storey building,False,False,False,True,False
Villaverde,85.0,3,1.0,128000,1506,multi-storey building,True,False,False,True,False
San Andrés,75.0,3,1.0,120000,1600,multi-storey building,False,False,False,True,False
Los Ángeles,80.0,2,1.0,95000,1188,multi-storey building,False,False,False,True,False
San Cristóbal,64.0,2,1.0,110000,1719,multi-storey building,False,False,False,False,False
San Cristóbal,69.0,4,1.0,85900,1245,multi-storey building,False,False,False,True,False
Los Rosales,115.0,4,1.0,184900,1608,multi-storey building,False,False,False,True,False
San Cristóbal,70.0,3,1.0,142500,2036,multi-storey building,False,False,False,False,False
Villaverde,56.0,2,1.0,109000,1946,multi-storey building,False,False,False,True,False
San Andrés,90.0,2,1.0,140000,1556,multi-storey building,False,False,False,True,False
San Andrés,75.0,3,1.0,117300,1564,multi-storey building,False,False,False,False,False
Los Rosales,71.0,2,1.0,120000,1690,multi-storey building,False,False,False,True,False
San Cristóbal,76.0,3,1.0,110000,1447,multi-storey building,False,False,True,True,False
San Andrés,114.0,4,2.0,299000,2623,multi-storey building,False,False,True,True,False
San Andrés,90.0,3,2.0,180000,2000,multi-storey building,False,False,True,True,True
San Cristóbal,70.0,3,1.0,85000,1214,multi-storey building,True,False,False,True,False
San Andrés,80.0,3,1.0,100000,1250,multi-storey building,True,False,False,True,False
Los Ángeles,96.0,4,2.0,170000,1771,multi-storey building,True,False,True,True,False
Butarque,50.0,1,1.0,125000,2500,multi-storey building,False,False,True,True,False
Los Rosales,85.0,3,2.0,230000,2706,multi-storey building,False,False,True,True,True
Butarque,90.0,3,2.0,300000,3333,multi-storey building,False,False,True,True,True
San Cristóbal,60.0,3,1.0,120000,2000,multi-storey building,False,False,True,True,False
San Andrés,90.0,2,2.0,240000,2667,penthouse,False,False,True,True,True
San Cristóbal,60.0,3,1.0,140000,2333,multi-storey building,False,False,False,True,False
Los Ángeles,105.0,3,2.0,135000,1286,multi-storey building,False,False,False,True,False
Butarque,140.0,3,3.0,340000,2429,duplex,True,False,True,True,True
San Andrés,112.0,3,2.0,230000,2054,multi-storey building,False,False,False,True,False
San Cristóbal,60.0,3,1.0,145000,2417,multi-storey building,False,False,False,True,False
Los Rosales,62.0,2,1.0,142450,2298,multi-storey building,True,False,False,True,False
San Andrés,240.0,4,3.0,580000,2417,mansion,False,False,False,False,True
Los Ángeles,81.0,3,1.0,160000,1975,multi-storey building,False,False,True,True,False
Los Rosales,75.0,3,1.0,180000,2400,multi-storey building,False,False,False,True,True
San Andrés,72.0,3,1.0,130000,1806,multi-storey building,False,False,True,True,False
Butarque,95.0,2,2.0,250000,2632,multi-storey building,False,False,True,True,True
San Andrés,49.0,1,1.0,190000,3878,multi-storey building,False,False,True,True,True
San Andrés,90.0,3,1.0,169000,1878,multi-storey building,False,False,False,True,False
San Andrés,78.0,2,1.0,168000,2154,multi-storey building,False,False,False,True,False
San Andrés,100.0,3,1.0,210000,2100,multi-storey building,False,False,False,True,False
Villaverde,70.0,3,1.0,95000,1357,multi-storey building,False,False,True,True,False
Villaverde,52.0,2,1.0,74800,1438,multi-storey building,True,False,False,False,False
Villaverde,56.0,3,1.0,78000,1393,multi-storey building,True,False,False,True,False
San Andrés,110.0,3,2.0,189000,1718,multi-storey building,False,False,True,True,True
Butarque,115.0,3,3.0,245000,2130,duplex,False,False,True,True,True
Villaverde,70.0,3,1.0,97000,1386,multi-storey building,False,False,False,True,False
San Cristóbal,75.0,3,1.0,155000,2067,multi-storey building,False,False,True,True,False
Los Ángeles,116.0,4,2.0,170000,1466,multi-storey building,True,False,True,True,False
Butarque,48.0,2,1.0,120000,2500,multi-storey building,False,False,True,True,False
Los Rosales,80.0,3,1.0,125000,1562,multi-storey building,True,False,False,True,False
Butarque,81.0,3,1.0,139500,1722,multi-storey building,False,False,False,True,False
Los Ángeles,95.0,4,2.0,198000,2084,multi-storey building,True,False,True,True,False
San Cristóbal,60.0,4,1.0,75000,1250,multi-storey building,True,False,False,True,False
San Andrés,50.0,2,1.0,123000,2460,multi-storey building,False,False,True,True,False
San Andrés,50.0,1,1.0,148000,2960,multi-storey building,False,False,True,True,True
San Andrés,242.0,4,3.0,380000,1570,mansion,False,False,False,False,True
Los Rosales,166.0,3,1.0,300000,1807,mansion,True,False,False,False,False
San Andrés,50.0,2,1.0,140000,2800,multi-storey building,False,False,False,True,False
Los Ángeles,94.0,4,1.0,190000,2021,multi-storey building,False,False,True,True,False
Los Ángeles,80.0,3,1.0,150000,1875,multi-storey building,False,False,False,True,False
Los Rosales,65.0,2,1.0,110000,1692,multi-storey building,False,False,False,True,False
San Andrés,105.0,3,2.0,190000,1810,multi-storey building,False,False,True,True,True
Los Ángeles,100.0,3,1.0,142000,1420,multi-storey building,False,False,True,True,False
Villaverde,64.0,3,1.0,95000,1484,multi-storey building,False,False,False,True,False
Villaverde,85.0,2,2.0,229000,2694,multi-storey building,False,False,True,True,False
San Andrés,72.0,3,1.0,140000,1944,multi-storey building,False,False,False,True,False
Villaverde,92.0,3,1.0,119000,1293,multi-storey building,False,False,True,True,False
San Andrés,106.0,3,1.0,145000,1368,multi-storey building,False,False,True,True,False
Los Ángeles,67.0,2,1.0,115000,1716,multi-storey building,False,False,False,True,False
San Andrés,60.0,2,1.0,150000,2500,multi-storey building,False,False,False,True,False
Los Rosales,71.0,2,1.0,202000,2845,multi-storey building,False,False,True,False,False
Los Rosales,48.0,1,1.0,144000,3000,multi-storey building,False,False,True,False,False
San Andrés,60.0,2,1.0,120000,2000,multi-storey building,False,False,False,True,False
San Cristóbal,60.0,3,1.0,105000,1750,multi-storey building,False,False,False,True,False
Los Ángeles,61.0,3,1.0,108000,1770,multi-storey building,False,False,True,True,False
San Andrés,115.0,3,1.0,147000,1278,multi-storey building,False,False,True,True,False
San Andrés,55.0,2,1.0,95000,1727,multi-storey building,False,False,False,True,False
Los Rosales,65.0,3,1.0,99500,1531,multi-storey building,True,False,True,True,False
San Andrés,118.0,3,2.0,179000,1517,duplex,False,False,True,True,True
Los Rosales,54.0,3,1.0,91958,1703,multi-storey building,False,False,False,False,False
San Andrés,80.0,3,1.0,100000,1250,multi-storey building,True,False,False,True,False
Butarque,147.0,4,2.0,340000,2313,duplex,False,False,True,True,True
Los Rosales,81.0,3,1.0,139500,1722,multi-storey building,False,False,False,True,False
Los Ángeles,108.0,4,2.0,156000,1444,multi-storey building,False,False,False,True,False
Los Rosales,133.0,4,2.0,280000,2105,multi-storey building,False,False,True,True,True
San Cristóbal,90.0,3,2.0,139000,1544,multi-storey building,False,False,True,True,False
San Cristóbal,63.0,2,1.0,102000,1619,multi-storey building,True,False,False,True,False
San Andrés,95.0,2,1.0,154500,1626,multi-storey building,False,False,True,False,False
San Cristóbal,76.0,2,1.0,109492,1441,multi-storey building,False,False,False,False,False
San Andrés,115.0,3,1.0,148000,1287,multi-storey building,False,False,True,True,False
San Cristóbal,70.0,3,1.0,95000,1357,multi-storey building,False,False,False,True,False
San Cristóbal,71.0,3,1.0,100000,1408,multi-storey building,False,False,True,True,False
San Cristóbal,70.0,3,1.0,97000,1386,multi-storey building,False,False,False,True,False
Los Rosales,100.0,3,2.0,179000,1790,multi-storey building,False,False,True,True,False
San Cristóbal,63.0,3,1.0,119000,1889,multi-storey building,False,False,False,True,False
San Andrés,60.0,2,1.0,95000,1583,multi-storey building,False,False,False,True,False
Los Ángeles,105.0,3,2.0,260000,2476,multi-storey building,False,False,True,True,False
San Andrés,93.0,2,2.0,210000,2258,multi-storey building,False,False,True,True,True
Butarque,80.0,2,2.0,250000,3125,multi-storey building,False,False,True,True,True
Los Ángeles,54.0,2,1.0,148000,2741,multi-storey building,False,False,False,True,False
Villaverde,64.0,2,1.0,99000,1547,multi-storey building,False,False,False,True,False
San Cristóbal,68.0,3,1.0,88000,1294,multi-storey building,True,False,False,True,False
Villaverde,75.0,3,1.0,120000,1600,multi-storey building,False,False,False,False,False
Villaverde,100.0,3,2.0,299995,3000,multi-storey building,False,False,True,True,True
San Andrés,62.0,2,2.0,148000,2387,multi-storey building,False,False,False,True,False
Villaverde,78.0,3,1.0,127000,1628,multi-storey building,False,False,True,False,False
San Andrés,83.0,3,1.0,155000,1867,multi-storey building,False,False,False,True,False
Villaverde,68.0,3,1.0,97000,1426,multi-storey building,False,False,False,True,False
Los Ángeles,76.0,3,1.0,108000,1421,multi-storey building,False,False,True,False,False
Villaverde,66.0,2,1.0,95000,1439,multi-storey building,True,False,False,True,False
San Andrés,65.0,3,1.0,110000,1692,multi-storey building,True,False,False,True,False
Los Ángeles,65.0,2,1.0,125000,1923,multi-storey building,False,False,True,True,False
Los Rosales,70.0,2,2.0,196000,2800,multi-storey building,False,False,False,True,True
San Andrés,49.0,2,1.0,120000,2449,multi-storey building,False,False,False,True,False
Los Rosales,100.0,3,2.0,210000,2100,multi-storey building,False,False,True,True,False
Los Rosales,90.0,4,2.0,230000,2556,multi-storey building,False,False,True,True,True
San Andrés,65.0,3,1.0,107583,1655,multi-storey building,False,False,False,True,False
San Cristóbal,68.0,2,1.0,120000,1765,multi-storey building,False,False,True,True,False
San Andrés,90.0,3,1.0,140000,1556,multi-storey building,True,False,False,True,False
Los Ángeles,55.0,2,1.0,135000,2455,multi-storey building,False,False,True,True,False
San Andrés,70.0,2,1.0,126000,1800,multi-storey building,False,False,False,True,False
San Andrés,123.0,4,2.0,220000,1789,multi-storey building,False,False,False,True,True
Los Rosales,74.0,2,2.0,198000,2676,multi-storey building,False,False,True,True,False
Los Ángeles,64.0,2,1.0,150000,2344,multi-storey building,False,False,False,True,False
San Andrés,80.0,3,2.0,160000,2000,duplex,False,False,True,True,True
Los Rosales,113.0,3,2.0,359900,3185,multi-storey building,False,False,True,True,True
San Andrés,89.0,3,2.0,174000,1955,multi-storey building,False,False,True,True,True
San Andrés,109.0,3,1.0,185000,1697,multi-storey building,False,False,False,True,False
San Andrés,120.0,3,1.0,180000,1500,multi-storey building,True,False,False,True,False
San Andrés,101.0,2,2.0,245000,2426,multi-storey building,False,False,True,True,True
Villaverde,75.0,2,1.0,146000,1947,multi-storey building,False,False,False,True,False
Los Rosales,52.0,2,1.0,85000,1635,multi-storey building,False,False,True,True,False
Los Rosales,75.0,3,1.0,139900,1865,multi-storey building,False,False,False,True,False
Los Ángeles,75.0,3,1.0,113000,1507,multi-storey building,False,False,False,True,False
Villaverde,30.0,1,1.0,72000,2400,multi-storey building,False,False,False,True,False
Los Rosales,54.0,3,1.0,91957,1703,multi-storey building,False,False,False,True,False
San Andrés,65.0,3,1.0,109900,1691,multi-storey building,False,False,False,True,False
San Andrés,65.0,2,1.0,105000,1615,multi-storey building,False,False,False,True,False
San Cristóbal,60.0,2,1.0,70000,1167,multi-storey building,False,False,False,True,False
San Andrés,69.0,2,1.0,132000,1913,multi-storey building,False,False,False,True,False
San Cristóbal,65.0,3,1.0,120000,1846,multi-storey building,False,False,True,True,False
San Andrés,90.0,3,1.0,159000,1767,multi-storey building,False,False,False,False,False
San Andrés,100.0,3,2.0,230000,2300,multi-storey building,False,False,True,True,True
San Cristóbal,62.0,2,1.0,93000,1500,multi-storey building,False,False,False,False,False
San Cristóbal,83.0,3,2.0,99900,1204,multi-storey building,False,False,True,False,False
Butarque,81.0,3,1.0,116100,1433,multi-storey building,False,False,False,False,False
San Cristóbal,65.0,3,1.0,120000,1846,multi-storey building,False,False,False,True,False
San Andrés,60.0,2,1.0,138000,2300,multi-storey building,False,False,False,True,True
Los Rosales,83.0,3,1.0,116675,1406,multi-storey building,False,False,False,True,False
San Cristóbal,76.0,2,1.0,109491,1441,multi-storey building,False,False,True,True,False
Villaverde,95.0,4,1.0,138000,1453,multi-storey building,False,False,False,True,False
Butarque,80.0,2,2.0,250000,3125,multi-storey building,False,False,True,True,True
San Andrés,88.0,2,2.0,304000,3455,multi-storey building,False,False,True,True,False
San Andrés,67.0,3,1.0,150000,2239,multi-storey building,False,False,False,True,False
Los Ángeles,90.0,3,1.0,208000,2311,multi-storey building,False,False,True,True,False
Villaverde,75.0,3,1.0,114900,1532,multi-storey building,False,False,True,False,False
Los Rosales,89.0,3,1.0,139000,1562,multi-storey building,True,False,True,True,False
Villaverde,66.0,2,1.0,116600,1767,multi-storey building,False,False,True,True,False
Villaverde,94.0,3,1.0,207000,2202,multi-storey building,False,False,False,False,False
Villaverde,85.0,2,2.0,180000,2118,multi-storey building,False,False,True,True,True
Butarque,68.0,2,1.0,207000,3044,multi-storey building,False,False,True,True,True
Los Rosales,105.0,3,2.0,182260,1736,multi-storey building,False,False,False,True,True
Los Rosales,85.0,3,1.0,159000,1871,multi-storey building,False,False,False,True,True
San Andrés,88.0,3,1.0,116000,1318,multi-storey building,False,False,False,True,False
San Andrés,160.0,2,1.0,260000,1625,penthouse,False,False,True,True,True
San Andrés,60.0,2,1.0,99000,1650,multi-storey building,False,False,False,False,False
San Andrés,90.0,3,2.0,172000,1911,multi-storey building,False,False,True,True,True
San Andrés,88.0,3,1.0,132260,1503,multi-storey building,False,False,False,False,False
Los Rosales,53.0,1,1.0,144000,2717,penthouse,False,False,True,True,False
Butarque,89.0,3,2.0,235000,2640,multi-storey building,False,False,True,True,True
Butarque,119.0,3,2.0,269000,2261,multi-storey building,False,False,True,True,True
San Andrés,65.0,3,1.0,97000,1492,multi-storey building,False,False,False,True,False
San Cristóbal,120.0,4,2.0,173000,1442,multi-storey building,False,False,True,True,False
Butarque,85.0,3,1.0,140200,1649,multi-storey building,False,False,False,True,False
Butarque,110.0,2,2.0,225000,2045,multi-storey building,False,False,True,True,True
Los Rosales,116.0,3,2.0,295000,2543,multi-storey building,False,False,True,True,True
San Andrés,80.0,3,1.0,135000,1688,multi-storey building,False,False,False,True,True
Butarque,115.0,3,2.0,275000,2391,multi-storey building,False,False,True,True,True
San Andrés,114.0,4,2.0,257000,2254,multi-storey building,False,False,True,True,False
Los Ángeles,95.0,4,1.0,175000,1842,multi-storey building,False,False,True,True,True
Butarque,110.0,3,2.0,274999,2500,multi-storey building,False,False,True,True,True
